SKU,Name,Category,Brand,Seller,Deliveryscheme,Balance,Comments,Rating,Price,Max price,Min price,Average price,Sales,Revenue,Revenue potential,Lost profit,Days in stock,Days with sales,Average if in stock,URL,Photo,Unnamed: 22,full_category																					
202208665,Массажный пистолет Xiaomi Yunmai Massage Fascia Gun Slim Chic Deep,Красота и здоровье/Аппаратная косметология/Массажеры/Массажеры для тела/Xiaomi,Xiaomi,Blueday,Cross,0.0,0,"0,0000",22980.0,22980.0,22980.0,22980.0,700.0,16086000.0,171584000.0,155498000.0,3,1,0.0,https://www.ozon.ru/context/detail/id/202208665/,https://cdn1.ozone.ru/s3/multimedia-y/6023261938.jpg,,Красота и здоровьеКрасота и здоровье/Аппаратная косметология/Массажеры/Массажеры для тела/Xiaomi																					
189380053,Фен Soocas H3S,Красота и здоровье/Техника для красоты и здоровья/Фены,T&T,Blueday,Cross,0.0,0,"0,0000",4867.0,4867.0,4867.0,4867.0,700.0,3406900.0,36340266.666667,32933366.666667,3,1,0.0,https://www.ozon.ru/context/detail/id/189380053/,https://cdn1.ozone.ru/s3/multimedia-r/6007618635.jpg,,Красота и здоровьеКрасота и здоровье/Техника для красоты и здоровья/Фены																					
189354025,Фен Xiaomi Soocas Van Gogh Museum Design H5,Красота и здоровье/Техника для красоты и здоровья/Фены,Soocas,Blueday,Cross,0.0,0,"0,0000",4863.0,4863.0,4863.0,4863.0,700.0,3404100.0,36310400.0,32906300.0,3,1,0.0,https://www.ozon.ru/context/detail/id/189354025/,https://cdn1.ozone.ru/s3/multimedia-x/6019864473.jpg,,Красота и здоровьеКрасота и здоровье/Техника для красоты и здоровья/Фены																					
189095417,"Напольные весы Xiaomi Mi Body Composition Scale, White",Красота и здоровье/Техника для красоты и здоровья/Электронные напольные весы,Xiaomi,Blueday,Cross,0.0,0,"0,0000",4588.0,4588.0,4588.0,4588.0,700.0,3211600.0,34257066.666667,31045466.666667,3,1,0.0,https://www.ozon.ru/context/detail/id/189095417/,https://cdn1.ozone.ru/multimedia/1022039319.jpg,,Красота и здоровьеКрасота и здоровье/Техника для красоты и здоровья/Электронные напольные весы																					
202468153,Фен Xiaomi SOOCAS H5 Purple,Красота и здоровье/Техника для красоты и здоровья/Фены,Soocas,Blueday,Cross,0.0,0,"0,0000",4365.0,4365.0,4365.0,4365.0,700.0,3055500.0,32592000.0,29536500.0,3,1,0.0,https://www.ozon.ru/context/detail/id/202468153/,https://cdn1.ozone.ru/s3/multimedia-g/6021215968.jpg,,Красота и здоровьеКрасота и здоровье/Техника для красоты и здоровья/Фены																					
